seed_model,trial,true_cls,target_t1,target_t3,donor_t1,c2_t3,agree,bl_correct_t1,bl_correct_t3,c2_correct_t1,c2_correct_t3
8,137,1,1,1,1,1,1,1,1,1,1
8,138,4,1,4,4,1,0,0,1,0,0
8,139,2,2,2,2,2,1,1,1,1,1
8,140,4,1,0,4,2,0,0,0,0,0
8,141,0,1,0,0,1,0,0,1,0,0
8,142,2,2,2,2,2,1,1,1,1,1
8,143,1,2,2,2,2,1,0,0,0,0
8,144,1,1,1,4,1,0,1,1,1,1
8,145,1,1,1,1,1,1,1,1,1,1
8,146,3,3,3,3,3,1,1,1,1,1
8,147,2,3,3,3,3,1,0,0,0,0
8,148,0,1,0,0,4,0,0,1,0,0
8,149,1,1,1,1,1,1,1,1,1,1
8,150,4,4,4,4,4,1,1,1,1,1
8,151,4,1,4,4,4,0,0,1,0,1
8,152,0,3,3,0,3,0,0,0,0,0
8,153,1,1,1,1,1,1,1,1,1,1
8,154,2,2,3,2,3,1,1,0,1,0
8,155,2,2,2,3,2,0,1,1,1,1
8,156,3,3,3,3,3,1,1,1,1,1
8,157,4,4,0,4,4,1,1,0,1,1
8,158,0,0,0,0,0,1,1,1,1,1
8,159,3,3,3,3,3,1,1,1,1,1
8,160,1,1,1,4,1,0,1,1,1,1
8,161,2,3,3,2,3,0,0,0,0,0
8,162,2,2,2,2,2,1,1,1,1,1
8,163,4,1,4,4,4,0,0,1,0,1
8,164,2,1,1,1,1,1,0,0,0,0
8,165,3,3,3,3,3,1,1,1,1,1
8,166,2,2,2,2,2,1,1,1,1,1
8,167,3,3,3,3,1,1,1,1,1,0
8,168,0,0,0,0,0,1,1,1,1,1
8,169,4,0,0,4,2,0,0,0,0,0
8,170,0,1,0,4,1,0,0,1,0,0
8,171,3,3,3,3,3,1,1,1,1,1
8,172,2,2,2,2,2,1,1,1,1,1
8,173,3,3,3,3,3,1,1,1,1,1
8,174,3,3,3,3,3,1,1,1,1,1
8,175,2,2,2,2,2,1,1,1,1,1
8,176,2,2,2,2,2,1,1,1,1,1
8,177,4,2,2,2,2,1,0,0,0,0
8,178,4,1,1,4,1,0,0,0,0,0
8,179,3,1,3,3,1,0,0,1,0,0
8,180,3,3,3,3,3,1,1,1,1,1
8,181,2,2,3,3,3,0,1,0,1,0
8,182,0,0,0,4,0,0,1,1,1,1
8,183,3,2,4,4,2,0,0,0,0,0
8,184,3,3,3,3,3,1,1,1,1,1
8,185,3,2,4,3,2,0,0,0,0,0
8,186,3,3,3,3,3,1,1,1,1,1
8,187,4,4,4,4,4,1,1,1,1,1
8,188,4,1,4,4,1,0,0,1,0,0
8,189,4,4,4,4,2,1,1,1,1,0
8,190,3,1,3,1,1,1,0,1,0,0
8,191,3,3,3,3,3,1,1,1,1,1
8,192,0,0,0,0,0,1,1,1,1,1
8,193,2,2,2,2,2,1,1,1,1,1
8,194,1,1,1,1,1,1,1,1,1,1
8,195,4,1,0,4,4,0,0,0,0,1
8,196,0,2,4,2,2,1,0,0,0,0
8,197,2,2,3,2,3,1,1,0,1,0
8,198,3,3,3,3,3,1,1,1,1,1
8,199,4,1,4,4,1,0,0,1,0,0
9,0,2,2,2,2,2,1,1,1,1,1
9,1,3,3,3,3,3,1,1,1,1,1
9,2,2,2,3,2,2,1,1,0,1,1
9,3,2,2,2,2,2,1,1,1,1,1
9,4,1,1,1,1,1,1,1,1,1,1
9,5,4,0,0,4,0,0,0,0,0,0
9,6,0,0,0,0,0,1,1,1,1,1
9,7,4,4,4,4,4,1,1,1,1,1
9,8,4,4,4,4,0,1,1,1,1,0
9,9,2,2,2,2,2,1,1,1,1,1
9,10,4,0,0,0,0,1,0,0,0,0
9,11,1,1,1,1,1,1,1,1,1,1
9,12,2,2,2,2,2,1,1,1,1,1
9,13,2,2,2,2,2,1,1,1,1,1
9,14,4,4,4,4,4,1,1,1,1,1
9,15,2,2,2,2,2,1,1,1,1,1
9,16,0,0,0,0,0,1,1,1,1,1
9,17,0,0,0,4,0,0,1,1,1,1
9,18,4,4,4,4,4,1,1,1,1,1
9,19,4,4,4,4,4,1,1,1,1,1
9,20,4,3,4,3,3,1,0,1,0,0
9,21,3,3,4,3,0,1,1,0,1,0
9,22,4,1,4,0,1,0,0,1,0,0
9,23,0,0,0,0,2,1,1,1,1,0
9,24,3,3,3,3,0,1,1,1,1,0
9,25,4,3,4,4,4,0,0,1,0,1
9,26,0,0,0,0,0,1,1,1,1,1
9,27,3,3,3,3,3,1,1,1,1,1
9,28,0,0,0,0,4,1,1,1,1,0
9,29,3,3,3,3,3,1,1,1,1,1
9,30,4,4,4,4,4,1,1,1,1,1
9,31,1,1,1,1,1,1,1,1,1,1
9,32,2,2,2,2,2,1,1,1,1,1
9,33,0,0,0,0,0,1,1,1,1,1
9,34,2,2,3,3,3,0,1,0,1,0
9,35,3,3,3,3,3,1,1,1,1,1
9,36,4,4,4,4,4,1,1,1,1,1
9,37,0,2,2,2,2,1,0,0,0,0
9,38,0,0,0,0,0,1,1,1,1,1
9,39,3,3,3,3,3,1,1,1,1,1
9,40,4,4,4,4,4,1,1,1,1,1
9,41,0,0,4,4,0,0,1,0,1,1
9,42,0,0,0,0,0,1,1,1,1,1
9,43,1,1,1,1,1,1,1,1,1,1
9,44,4,0,0,4,0,0,0,0,0,0
9,45,3,3,4,4,2,0,1,0,1,0
9,46,1,1,1,1,1,1,1,1,1,1
9,47,2,2,2,2,2,1,1,1,1,1
9,48,2,2,2,2,2,1,1,1,1,1
9,49,4,4,4,4,0,1,1,1,1,0
9,50,0,0,0,0,0,1,1,1,1,1
9,51,0,0,0,0,0,1,1,1,1,1
9,52,0,0,0,1,0,0,1,1,1,1
9,53,3,1,3,3,1,0,0,1,0,0
9,54,1,1,1,1,1,1,1,1,1,1
9,55,0,4,4,0,4,0,0,0,0,0
9,56,1,1,1,2,1,0,1,1,1,1
9,57,4,0,4,4,0,0,0,1,0,0
9,58,0,0,0,1,0,0,1,1,1,1
9,59,0,0,4,0,4,1,1,0,1,0
9,60,1,1,1,1,1,1,1,1,1,1
9,61,4,2,2,4,0,0,0,0,0,0
9,62,3,2,3,3,3,0,0,1,0,1
9,63,2,2,2,2,2,1,1,1,1,1
9,64,2,2,2,2,2,1,1,1,1,1
9,65,1,1,1,1,1,1,1,1,1,1
9,66,1,1,1,1,1,1,1,1,1,1
9,67,4,4,4,4,4,1,1,1,1,1
9,68,2,2,2,2,2,1,1,1,1,1
9,69,3,3,3,2,3,0,1,1,1,1
9,70,1,0,4,1,4,0,0,0,0,0
9,71,2,2,2,2,2,1,1,1,1,1
9,72,0,0,1,1,1,0,1,0,1,0
9,73,0,0,0,0,0,1,1,1,1,1
9,74,2,2,2,2,2,1,1,1,1,1
9,75,3,3,3,3,3,1,1,1,1,1
9,76,1,1,1,2,1,0,1,1,1,1
9,77,1,1,1,1,1,1,1,1,1,1
9,78,0,0,0,0,0,1,1,1,1,1
9,79,1,1,1,1,1,1,1,1,1,1
9,80,4,4,4,4,0,1,1,1,1,0
9,81,0,0,0,1,1,0,1,1,1,0
9,82,0,2,0,0,0,0,0,1,0,1
9,83,0,0,0,4,0,0,1,1,1,1
9,84,2,2,2,4,2,0,1,1,1,1
9,85,2,2,2,2,2,1,1,1,1,1
9,86,4,0,1,0,1,1,0,0,0,0
9,87,0,0,0,3,0,0,1,1,1,1
9,88,4,1,4,1,1,1,0,1,0,0
9,89,3,3,3,3,0,1,1,1,1,0
9,90,1,1,1,1,1,1,1,1,1,1
9,91,1,2,3,2,2,1,0,0,0,0
9,92,4,4,4,4,4,1,1,1,1,1
9,93,2,2,2,2,2,1,1,1,1,1
9,94,2,2,2,2,2,1,1,1,1,1
9,95,3,3,3,3,3,1,1,1,1,1
9,96,4,4,4,4,4,1,1,1,1,1
9,97,3,3,3,0,3,0,1,1,1,1
9,98,0,0,0,1,0,0,1,1,1,1
9,99,2,2,2,2,2,1,1,1,1,1
9,100,4,4,4,4,4,1,1,1,1,1
9,101,4,3,3,4,4,0,0,0,0,1
9,102,2,2,2,2,2,1,1,1,1,1
9,103,1,1,1,1,1,1,1,1,1,1
9,104,1,2,2,1,2,0,0,0,0,0
9,105,0,4,4,4,0,1,0,0,0,1
9,106,0,0,0,3,2,0,1,1,1,0
9,107,2,2,2,2,2,1,1,1,1,1
9,108,4,4,4,4,4,1,1,1,1,1
9,109,0,0,0,1,1,0,1,1,1,0
9,110,1,1,1,1,1,1,1,1,1,1
9,111,4,4,4,4,4,1,1,1,1,1
9,112,0,0,0,2,0,0,1,1,1,1
9,113,4,0,0,4,0,0,0,0,0,0
9,114,0,0,0,0,0,1,1,1,1,1
9,115,0,0,0,1,1,0,1,1,1,0
9,116,1,4,4,4,4,1,0,0,0,0
9,117,4,4,4,4,4,1,1,1,1,1
9,118,1,1,1,1,1,1,1,1,1,1
9,119,2,2,2,2,2,1,1,1,1,1
9,120,0,0,0,0,0,1,1,1,1,1
9,121,0,0,0,0,4,1,1,1,1,0
9,122,3,3,4,4,0,0,1,0,1,0
9,123,2,2,2,2,2,1,1,1,1,1
9,124,0,2,0,1,2,0,0,1,0,0
9,125,1,1,1,1,1,1,1,1,1,1
9,126,3,0,4,4,0,0,0,0,0,0
9,127,4,4,4,4,4,1,1,1,1,1
9,128,4,2,2,3,2,0,0,0,0,0
9,129,3,3,3,2,3,0,1,1,1,1
9,130,2,2,2,2,2,1,1,1,1,1
9,131,1,1,1,1,1,1,1,1,1,1
9,132,3,4,4,4,0,1,0,0,0,0
9,133,2,2,2,2,2,1,1,1,1,1
9,134,4,0,0,4,0,0,0,0,0,0
9,135,2,2,2,2,2,1,1,1,1,1
9,136,0,0,1,0,1,1,1,0,1,0
9,137,1,0,1,1,1,0,0,1,0,1
9,138,2,2,2,2,2,1,1,1,1,1
9,139,2,2,2,2,2,1,1,1,1,1
9,140,4,0,4,4,4,0,0,1,0,1
9,141,3,2,3,2,2,1,0,1,0,0
9,142,2,2,2,2,2,1,1,1,1,1
9,143,2,2,2,2,2,1,1,1,1,1
9,144,4,4,4,4,4,1,1,1,1,1
9,145,3,3,3,3,3,1,1,1,1,1
9,146,2,2,2,2,2,1,1,1,1,1
9,147,1,1,1,1,1,1,1,1,1,1
9,148,3,3,3,2,3,0,1,1,1,1
9,149,4,0,4,4,0,0,0,1,0,0
9,150,2,2,2,2,2,1,1,1,1,1
9,151,4,4,4,4,4,1,1,1,1,1
9,152,2,0,2,2,2,0,0,1,0,1
9,153,2,2,2,2,2,1,1,1,1,1
9,154,3,3,3,3,3,1,1,1,1,1
9,155,1,1,1,1,1,1,1,1,1,1
9,156,1,0,1,1,1,0,0,1,0,1
9,157,0,0,4,4,0,0,1,0,1,1
9,158,0,0,0,0,0,1,1,1,1,1
9,159,0,0,0,0,1,1,1,1,1,0
9,160,1,1,1,1,1,1,1,1,1,1
9,161,3,3,4,4,3,0,1,0,1,1
9,162,4,4,4,4,0,1,1,1,1,0
9,163,0,0,0,0,0,1,1,1,1,1
9,164,1,2,3,2,2,1,0,0,0,0
9,165,4,3,3,4,0,0,0,0,0,0
9,166,1,1,1,1,1,1,1,1,1,1
9,167,3,3,3,3,3,1,1,1,1,1
9,168,2,2,2,2,2,1,1,1,1,1
9,169,4,1,4,2,1,0,0,1,0,0
9,170,1,1,1,1,1,1,1,1,1,1
9,171,2,1,1,1,1,1,0,0,0,0
9,172,2,2,2,2,2,1,1,1,1,1
9,173,3,3,3,3,3,1,1,1,1,1
9,174,1,1,1,1,1,1,1,1,1,1
9,175,1,1,1,1,1,1,1,1,1,1
9,176,4,4,4,4,4,1,1,1,1,1
9,177,1,1,1,1,1,1,1,1,1,1
9,178,1,1,1,1,1,1,1,1,1,1
9,179,3,3,3,0,0,0,1,1,1,0
9,180,1,1,1,1,1,1,1,1,1,1
9,181,2,2,2,2,2,1,1,1,1,1
9,182,2,2,2,2,2,1,1,1,1,1
9,183,3,0,0,3,0,0,0,0,0,0
9,184,4,4,4,4,0,1,1,1,1,0
9,185,0,0,0,1,1,0,1,1,1,0
9,186,3,3,3,3,3,1,1,1,1,1
9,187,4,4,4,4,4,1,1,1,1,1
9,188,0,0,0,1,0,0,1,1,1,1
9,189,0,0,0,0,0,1,1,1,1,1
9,190,3,2,3,2,2,1,0,1,0,0
9,191,3,3,3,2,3,0,1,1,1,1
9,192,2,2,2,2,2,1,1,1,1,1
9,193,2,1,1,2,2,0,0,0,0,1
9,194,4,0,0,0,0,1,0,0,0,0
9,195,1,1,1,1,1,1,1,1,1,1
9,196,3,3,3,3,3,1,1,1,1,1
9,197,3,2,3,3,2,0,0,1,0,0
9,198,0,0,0,0,0,1,1,1,1,1
9,199,2,2,2,2,2,1,1,1,1,1
10,0,0,4,4,3,2,0,0,0,0,0
10,1,3,4,2,3,2,0,0,0,0,0
10,2,3,1,1,4,2,0,0,0,0,0
10,3,3,4,4,3,2,0,0,0,0,0
10,4,3,3,3,3,3,1,1,1,1,1
10,5,1,1,1,0,1,0,1,1,1,1
10,6,0,0,0,0,0,1,1,1,1,1
10,7,1,1,1,1,1,1,1,1,1,1
10,8,2,1,1,1,2,1,0,0,0,1
10,9,4,3,3,3,3,1,0,0,0,0
10,10,4,4,4,1,4,0,1,1,1,1
10,11,0,4,0,0,4,0,0,1,0,0
10,12,0,0,0,3,1,0,1,1,1,0
10,13,4,4,4,4,0,1,1,1,1,0
10,14,2,2,2,4,2,0,1,1,1,1
10,15,2,1,3,2,2,0,0,0,0,1
10,16,2,2,2,2,2,1,1,1,1,1
10,17,0,1,0,0,0,0,0,1,0,1
10,18,1,0,0,1,4,0,0,0,0,0
10,19,4,4,4,4,0,1,1,1,1,0
10,20,0,0,0,0,0,1,1,1,1,1
10,21,3,3,3,3,3,1,1,1,1,1
10,22,4,4,4,4,4,1,1,1,1,1
10,23,3,3,3,3,3,1,1,1,1,1
10,24,0,0,0,0,0,1,1,1,1,1
10,25,1,1,1,1,0,1,1,1,1,0
10,26,2,2,2,4,2,0,1,1,1,1
10,27,0,0,0,0,4,1,1,1,1,0
10,28,1,1,1,1,4,1,1,1,1,0
10,29,4,0,0,0,0,1,0,0,0,0
10,30,3,3,3,3,2,1,1,1,1,0
10,31,4,4,4,4,0,1,1,1,1,0
10,32,1,1,1,1,1,1,1,1,1,1
10,33,1,1,1,1,0,1,1,1,1,0
10,34,2,2,2,4,2,0,1,1,1,1
10,35,2,2,2,2,2,1,1,1,1,1
10,36,4,2,2,3,2,0,0,0,0,0
10,37,4,4,4,4,2,1,1,1,1,0
10,38,3,1,1,3,1,0,0,0,0,0
10,39,4,4,4,4,2,1,1,1,1,0
10,40,2,2,2,3,2,0,1,1,1,1
10,41,2,2,2,2,2,1,1,1,1,1
10,42,1,1,1,1,1,1,1,1,1,1
10,43,0,0,0,0,4,1,1,1,1,0
10,44,2,2,2,2,2,1,1,1,1,1
10,45,1,1,1,1,1,1,1,1,1,1
10,46,1,1,1,1,1,1,1,1,1,1
10,47,2,2,2,2,2,1,1,1,1,1
10,48,1,1,1,1,1,1,1,1,1,1
10,49,0,0,0,0,0,1,1,1,1,1
10,50,0,0,0,0,4,1,1,1,1,0
10,51,1,1,1,1,4,1,1,1,1,0
10,52,3,3,3,3,3,1,1,1,1,1
10,53,3,3,3,3,3,1,1,1,1,1
10,54,0,4,0,0,4,0,0,1,0,0
10,55,1,1,1,0,0,0,1,1,1,0
10,56,4,4,4,3,0,0,1,1,1,0
10,57,2,4,2,4,2,1,0,1,0,1
10,58,0,0,0,0,0,1,1,1,1,1
10,59,3,3,3,3,3,1,1,1,1,1
10,60,3,4,3,3,3,0,0,1,0,1
10,61,2,2,2,2,2,1,1,1,1,1
10,62,4,0,1,4,3,0,0,0,0,0
10,63,3,3,3,3,2,1,1,1,1,0
10,64,2,4,2,4,2,1,0,1,0,1
10,65,3,3,1,3,3,1,1,0,1,1
10,66,0,4,0,3,0,0,0,1,0,1
10,67,4,4,3,4,2,1,1,0,1,0
10,68,1,1,1,1,1,1,1,1,1,1
10,69,4,4,4,4,0,1,1,1,1,0
10,70,4,4,4,4,4,1,1,1,1,1
10,71,2,1,1,1,2,1,0,0,0,1
10,72,4,4,4,3,3,0,1,1,1,0
10,73,1,1,1,1,1,1,1,1,1,1
10,74,4,4,0,4,0,1,1,0,1,0
10,75,0,0,0,0,4,1,1,1,1,0
10,76,1,3,2,3,2,1,0,0,0,0
10,77,3,3,3,3,3,1,1,1,1,1
10,78,4,4,4,4,4,1,1,1,1,1
10,79,1,3,3,2,2,0,0,0,0,0
10,80,4,0,0,4,2,0,0,0,0,0
10,81,4,4,4,4,4,1,1,1,1,1
10,82,4,4,4,4,4,1,1,1,1,1
10,83,3,4,3,3,2,0,0,1,0,0
10,84,3,3,3,3,3,1,1,1,1,1
10,85,2,2,2,1,4,0,1,1,1,0
10,86,3,3,3,3,2,1,1,1,1,0
10,87,1,0,0,1,4,0,0,0,0,0
10,88,0,0,0,0,4,1,1,1,1,0
10,89,3,4,4,3,3,0,0,0,0,1
10,90,0,4,0,0,4,0,0,1,0,0
10,91,0,4,0,0,4,0,0,1,0,0
10,92,2,2,2,2,2,1,1,1,1,1
10,93,4,4,2,4,2,1,1,0,1,0
10,94,2,4,2,4,2,1,0,1,0,1
10,95,0,0,0,0,4,1,1,1,1,0
10,96,4,4,3,3,3,0,1,0,1,0
10,97,1,1,1,3,3,0,1,1,1,0
10,98,3,4,4,0,4,0,0,0,0,0
10,99,0,0,0,0,4,1,1,1,1,0
10,100,0,0,0,0,0,1,1,1,1,1
10,101,2,2,2,4,2,0,1,1,1,1
10,102,4,4,4,4,0,1,1,1,1,0
10,103,0,0,0,0,0,1,1,1,1,1
10,104,1,1,1,1,1,1,1,1,1,1
10,105,3,4,4,3,3,0,0,0,0,1
10,106,2,4,4,4,2,1,0,0,0,1
10,107,3,3,3,3,3,1,1,1,1,1
10,108,2,2,2,3,2,0,1,1,1,1
10,109,1,1,1,2,2,0,1,1,1,0
10,110,1,1,1,1,0,1,1,1,1,0
10,111,0,4,4,4,4,1,0,0,0,0
10,112,0,1,1,0,1,0,0,0,0,0
10,113,3,3,3,3,3,1,1,1,1,1
10,114,0,1,1,1,4,1,0,0,0,0
10,115,3,3,3,3,3,1,1,1,1,1
10,116,1,1,1,1,1,1,1,1,1,1
10,117,0,0,0,0,0,1,1,1,1,1
10,118,2,2,2,3,2,0,1,1,1,1
10,119,4,4,4,4,0,1,1,1,1,0
10,120,1,1,1,1,1,1,1,1,1,1
10,121,3,4,3,3,2,0,0,1,0,0
10,122,3,4,0,3,3,0,0,0,0,1
10,123,3,4,2,3,2,0,0,0,0,0
10,124,0,0,0,0,0,1,1,1,1,1
10,125,4,4,4,4,2,1,1,1,1,0
10,126,4,4,4,0,4,0,1,1,1,1
10,127,4,4,4,4,0,1,1,1,1,0
10,128,3,4,2,3,2,0,0,0,0,0
10,129,0,4,0,1,4,0,0,1,0,0
10,130,2,3,2,3,2,1,0,1,0,1
10,131,1,1,1,4,1,0,1,1,1,1
10,132,0,4,4,3,0,0,0,0,0,1
10,133,2,2,2,1,2,0,1,1,1,1
10,134,0,4,4,0,4,0,0,0,0,0
10,135,3,4,4,3,2,0,0,0,0,0
10,136,2,1,1,3,2,0,0,0,0,1
10,137,0,0,0,0,0,1,1,1,1,1
10,138,4,4,4,4,0,1,1,1,1,0
10,139,1,1,1,1,1,1,1,1,1,1
10,140,4,4,4,4,0,1,1,1,1,0
10,141,1,1,1,0,1,0,1,1,1,1
10,142,0,0,0,0,0,1,1,1,1,1
10,143,0,0,0,3,0,0,1,1,1,1
10,144,1,1,1,1,0,1,1,1,1,0
10,145,3,1,1,0,1,0,0,0,0,0
10,146,0,0,0,0,0,1,1,1,1,1
10,147,0,0,0,0,4,1,1,1,1,0
10,148,4,4,4,4,0,1,1,1,1,0
10,149,1,3,1,1,2,0,0,1,0,0
10,150,1,0,0,1,4,0,0,0,0,0
10,151,1,1,1,1,2,1,1,1,1,0
10,152,2,2,2,2,2,1,1,1,1,1
10,153,1,1,3,1,3,1,1,0,1,0
10,154,4,0,0,4,1,0,0,0,0,0
10,155,3,3,3,3,2,1,1,1,1,0
10,156,0,0,0,0,0,1,1,1,1,1
10,157,1,1,1,1,4,1,1,1,1,0
10,158,2,2,2,3,2,0,1,1,1,1
10,159,1,1,1,1,2,1,1,1,1,0
10,160,0,0,1,0,0,1,1,0,1,1
10,161,3,4,3,3,3,0,0,1,0,1
10,162,4,0,0,4,4,0,0,0,0,1
10,163,4,4,4,4,2,1,1,1,1,0
10,164,1,1,1,1,1,1,1,1,1,1
10,165,0,4,4,0,4,0,0,0,0,0
10,166,1,1,1,1,1,1,1,1,1,1
10,167,2,3,3,3,2,1,0,0,0,1
10,168,4,4,4,4,0,1,1,1,1,0
10,169,3,3,1,3,1,1,1,0,1,0
10,170,2,2,2,2,2,1,1,1,1,1
10,171,2,2,2,2,2,1,1,1,1,1
10,172,1,0,0,0,0,1,0,0,0,0
10,173,3,3,3,3,3,1,1,1,1,1
10,174,4,4,2,4,2,1,1,0,1,0
10,175,0,0,0,0,0,1,1,1,1,1
10,176,0,0,0,0,4,1,1,1,1,0
10,177,3,3,3,3,3,1,1,1,1,1
10,178,4,4,4,4,2,1,1,1,1,0
10,179,4,4,4,4,2,1,1,1,1,0
10,180,1,1,3,3,3,0,1,0,1,0
10,181,3,4,4,3,0,0,0,0,0,0
10,182,2,2,2,3,2,0,1,1,1,1
10,183,0,0,0,1,4,0,1,1,1,0
10,184,2,4,2,3,2,0,0,1,0,1
10,185,0,0,0,0,0,1,1,1,1,1
10,186,1,1,1,1,1,1,1,1,1,1
10,187,3,1,3,3,1,0,0,1,0,0
10,188,1,1,3,1,3,1,1,0,1,0
10,189,3,3,3,3,3,1,1,1,1,1
10,190,4,4,4,3,2,0,1,1,1,0
10,191,0,0,0,0,0,1,1,1,1,1
10,192,0,4,0,0,4,0,0,1,0,0
10,193,0,0,0,1,0,0,1,1,1,1
10,194,0,0,0,0,4,1,1,1,1,0
10,195,3,3,2,3,2,1,1,0,1,0
10,196,4,4,4,4,0,1,1,1,1,0
10,197,1,0,1,1,4,0,0,1,0,0
10,198,2,2,2,2,2,1,1,1,1,1
10,199,2,1,1,1,2,1,0,0,0,1
11,0,3,3,3,3,3,1,1,1,1,1
11,1,2,2,2,2,2,1,1,1,1,1
11,2,0,0,0,0,1,1,1,1,1,0
11,3,2,2,3,2,2,1,1,0,1,1
11,4,0,1,0,0,1,0,0,1,0,0
11,5,1,1,1,4,1,0,1,1,1,1
11,6,3,3,3,3,3,1,1,1,1,1
11,7,4,4,4,4,4,1,1,1,1,1
11,8,1,1,1,1,4,1,1,1,1,0
11,9,2,2,2,2,2,1,1,1,1,1
11,10,4,4,3,4,3,1,1,0,1,0
11,11,4,4,4,4,4,1,1,1,1,1
11,12,2,2,1,2,2,1,1,0,1,1
11,13,1,1,1,1,4,1,1,1,1,0
11,14,4,4,4,4,4,1,1,1,1,1
11,15,1,2,2,1,1,0,0,0,0,1
11,16,4,1,4,0,4,0,0,1,0,1
11,17,3,3,3,3,3,1,1,1,1,1
11,18,4,4,4,4,1,1,1,1,1,0
11,19,1,1,1,1,1,1,1,1,1,1
11,20,1,1,1,1,1,1,1,1,1,1
11,21,1,1,1,1,1,1,1,1,1,1
11,22,1,1,1,1,0,1,1,1,1,0
11,23,3,2,3,2,3,1,0,1,0,1
11,24,0,0,0,0,0,1,1,1,1,1
11,25,0,0,0,0,1,1,1,1,1,0
11,26,0,1,1,2,1,0,0,0,0,0
11,27,4,4,4,4,3,1,1,1,1,0
11,28,1,1,1,0,1,0,1,1,1,1
11,29,4,4,4,4,3,1,1,1,1,0
11,30,4,1,1,4,3,0,0,0,0,0
11,31,0,0,0,0,1,1,1,1,1,0
11,32,0,1,1,1,1,1,0,0,0,0
11,33,4,4,4,4,4,1,1,1,1,1
11,34,1,2,2,3,3,0,0,0,0,0
11,35,1,1,1,1,1,1,1,1,1,1
11,36,0,0,0,0,0,1,1,1,1,1
11,37,4,4,4,4,3,1,1,1,1,0
11,38,3,3,3,3,3,1,1,1,1,1
11,39,1,1,1,1,1,1,1,1,1,1
11,40,1,1,1,1,1,1,1,1,1,1
11,41,3,2,3,2,3,1,0,1,0,1
11,42,1,1,1,1,1,1,1,1,1,1
11,43,1,1,1,1,4,1,1,1,1,0
11,44,3,3,3,3,3,1,1,1,1,1
11,45,2,2,2,2,2,1,1,1,1,1
11,46,4,4,4,4,3,1,1,1,1,0
11,47,0,0,0,0,1,1,1,1,1,0
11,48,4,4,4,4,3,1,1,1,1,0
11,49,0,0,0,0,1,1,1,1,1,0
11,50,4,4,4,4,3,1,1,1,1,0
11,51,0,1,1,0,4,0,0,0,0,0
11,52,2,2,3,1,2,0,1,0,1,1
11,53,0,1,0,0,1,0,0,1,0,0
11,54,3,3,3,2,3,0,1,1,1,1
11,55,3,3,3,2,3,0,1,1,1,1
11,56,4,4,3,4,3,1,1,0,1,0
11,57,2,2,2,2,2,1,1,1,1,1
11,58,2,2,2,2,2,1,1,1,1,1
11,59,1,2,2,1,2,0,0,0,0,0
11,60,4,4,4,4,3,1,1,1,1,0
11,61,0,1,1,0,1,0,0,0,0,0
11,62,2,2,2,2,2,1,1,1,1,1
11,63,1,1,1,1,1,1,1,1,1,1
11,64,2,2,2,2,2,1,1,1,1,1
11,65,4,1,4,0,4,0,0,1,0,1
11,66,4,4,1,4,3,1,1,0,1,0
11,67,1,3,3,3,3,1,0,0,0,0
11,68,1,2,2,2,2,1,0,0,0,0
11,69,1,1,1,1,4,1,1,1,1,0
11,70,1,1,1,1,1,1,1,1,1,1
11,71,0,4,1,0,4,0,0,0,0,0
11,72,4,4,4,4,3,1,1,1,1,0
11,73,2,2,2,2,2,1,1,1,1,1
11,74,4,4,4,4,3,1,1,1,1,0
11,75,4,4,4,4,4,1,1,1,1,1
11,76,3,0,3,3,3,0,0,1,0,1
11,77,3,3,3,2,3,0,1,1,1,1
11,78,0,1,0,0,0,0,0,1,0,1
11,79,2,2,2,2,2,1,1,1,1,1
11,80,3,3,3,2,3,0,1,1,1,1
11,81,0,0,0,0,0,1,1,1,1,1
11,82,4,4,4,4,3,1,1,1,1,0
11,83,3,3,3,1,3,0,1,1,1,1
11,84,3,3,3,3,3,1,1,1,1,1
11,85,1,1,1,1,4,1,1,1,1,0
11,86,4,4,4,4,4,1,1,1,1,1
11,87,3,3,3,2,3,0,1,1,1,1
11,88,4,4,4,4,3,1,1,1,1,0
11,89,0,0,0,0,1,1,1,1,1,0
11,90,3,3,3,3,3,1,1,1,1,1
11,91,0,1,1,0,1,0,0,0,0,0
11,92,0,1,0,0,1,0,0,1,0,0
11,93,3,2,3,3,3,0,0,1,0,1
11,94,1,1,1,1,1,1,1,1,1,1
11,95,3,3,3,3,3,1,1,1,1,1
11,96,3,3,3,0,3,0,1,1,1,1
11,97,0,0,0,0,0,1,1,1,1,1
11,98,4,3,3,3,3,1,0,0,0,0
11,99,3,3,3,3,3,1,1,1,1,1
11,100,4,4,4,4,3,1,1,1,1,0
11,101,1,1,1,1,0,1,1,1,1,0
11,102,3,3,3,3,3,1,1,1,1,1
11,103,3,3,3,1,3,0,1,1,1,1
11,104,1,1,1,1,4,1,1,1,1,0
11,105,0,1,1,3,3,0,0,0,0,0
11,106,1,1,1,1,1,1,1,1,1,1
11,107,4,4,1,4,4,1,1,0,1,1
11,108,4,4,4,4,3,1,1,1,1,0
11,109,3,0,3,3,3,0,0,1,0,1
11,110,3,2,3,3,2,0,0,1,0,0
11,111,4,1,1,4,3,0,0,0,0,0
11,112,2,2,2,2,2,1,1,1,1,1
11,113,0,0,0,0,1,1,1,1,1,0
11,114,1,0,0,1,0,0,0,0,0,0
11,115,2,2,2,2,2,1,1,1,1,1
11,116,0,1,1,0,1,0,0,0,0,0
